kSQwkS2iyyW0IN4B4S6s2Rr5AsLT4-OSzgoXDfP4eELU9Sq3,IRON,I,2,14,False
SmgTCJw88jqp3x_8Wrm0vTiCkrZb-UVrOXr28yhJCL30BWUT,IRON,I,52,100,False
63WMXnfXLEFNAhEKVSbrHriJ0flowsWxJVI-H9e3uuQ2SkAc,IRON,I,12,21,False
qd8RsACbR3DrcIVLP7hdFred3XVawqDJkaEnc6RKNz80bmjX,IRON,I,13,35,False
qUP0m8MtQAFx-0dyomn0ybofs_lm6tYt0vqlrqD7L8DYRlXa,IRON,I,14,24,False
RyZS5P95XAE-ChcERwTFnEvr4xo9r45zi0PFFkBxN2PcLhXf,IRON,I,21,50,False
4vKTUhWvhyEJfdLRIhUUySPMjfp8lok-pjqq_Ze4EpNTHqqW,IRON,I,1,9,False
YNdIX_UcVWslMf4UpoMwYrjsIBe8_0_WBOONGeigCmumDJ0a,IRON,I,144,213,True
_k_2cgHcxDSCS1wbajHdftwUhrxeMFbdZBKO5-EmMSKeTfoI,IRON,I,222,280,True
TC-BbkBB7sdKJ7s4U9i4MVPO8IfmiOxKuPsqVC-F2B9BweX5,IRON,I,1,14,False
hwwZrYDSebOxEMdLwxPZIUc7SMoLgdNYhvCahQPyBXTvE0Cc,IRON,I,4,11,False
v3ZPgX8zzD6upz1Q0dfIxKo6shdgdbFIolWxwI6U0y3o7G4O,IRON,I,35,53,False
CZYT7R8oaR9-0FfnTdbKckpNDGivvv-iPgSDKPsJMC02rDif,IRON,I,13,15,False
Ucybq-X45LGXuS9vy18zAjG4zScmpgmvyiZBLVOAM6SudP38,IRON,I,3,11,False
DrkdHn4ZKgJbRsn52Q5Pxx3m-B7EOH-7E8CWplm9F2z9fPGc,IRON,I,3,14,False
OdUVDfWGOYf_UJlwMwfaTHZgxAej8bDWESZt6cAl7CZ2YQUR,IRON,I,4,11,False
y1FZRo2K1uWyuV8_zmDiKyXs8ymF5RkcvlrIrdco2gq4-a00,IRON,I,0,15,False
fwylnhNA6uTEAypqr4ePZaWTIgBPlymu8m_1ZL8xf6FUOLwr,IRON,I,38,55,False
r4LWdR0QZOIHkrhR30XGVm_06ldfx8WgnTdzR6BsgZj9l1SO,IRON,I,35,63,False
EHIr4SW-L4veLYoILHphTHkKhR-X0NExIinv_vjiKupEQrHJ,IRON,I,19,35,False
sMbcxNcX8wEfbWrjIp1YNrufhfg85Gme3ebObzja251REdPZ,IRON,I,56,107,True
4ZDvLgBrAhmmtQTK0Ih2EpRZlwBRstGYyBDimtIKQcNt84ST,IRON,I,10,25,False
vstn4cm-HyGJemlR34FV_fuWOWn5zqaMv2uRtuNgBvPNMj1b,IRON,I,4,6,False
kePj7nC3aKM7HKOXzcvvk-OiLjrmo3tLU_rKJz_lDeqEN0Ye,IRON,I,3,7,False
mMkPUNd2ZGWOA_LPCiiDVmeYP2L8GqFSKtT1DPc6NhqsKRFA,IRON,I,2,11,False
IlP0oOlVX7cG-oQCAkfVwkjEK4ucgCq6sXr1-UP9VlXviVPu,IRON,I,2,21,False
fEGuPbq9lDnq9N3CXf1Bdqm4s-DrHTNzHthC41osdJZiEd_2,IRON,I,10,29,False
NcVyOfFe-kv5k6B2B18hQTKgbwVGBTMx0O-bi1IMdHtlJ1VQ,IRON,I,104,143,True
lG7OulbeUpySCvVjkw_vaiiK_LFgdDS0WaweFbOs_oZ__OFD,IRON,I,3,18,False
NEYF2yFeUaQlEuQbhvFZ8aR6FM3Hj6y4klEGhoceTY9iUuyY,IRON,I,3,5,False
jiDbkFWCJP_epvuaSR7eLPFM9wQHvfK23vm4XnXDj-P0mzj5,IRON,I,7,15,False
Mu283EIASFmqjA1B2VYmFhaJFOSvsPLg57ktfOWmciXmIsJO,IRON,I,11,28,False
2GEZgD4QXfv6-LrDYQSvXSDuZM7IdFh8dKdDGTxWjKi8Ckyh,IRON,I,8,12,False
JWQf8UhyUppkVCoEYQgc5sg_8Tggi0LxkxMezIgrPlninyFT,IRON,I,62,96,True
djdNAaGUTtF3rFLjs0l-uhpB6ttkliEXa97NiFEWfltB4Xru,IRON,I,124,122,True
5pERUS7_KDT_xXNkDcQnkpy-xBu4zPmi8E_mvD-ihhPgNplV,IRON,I,8,23,False
FCva1W_FEXuUVaNntRO2cZA_DF0vMjHLeWVey4PWQnZY0DhF,IRON,I,142,184,True
tpT_YssLZnWFxfIrvpuxjH6QgrIe1iaKgNNV2lzYZZvQSdOM,IRON,I,11,9,False
z9abrg3GrxVBIgvKmg2DYlJpwGUfTjfPxvrD66btfBASJrah,IRON,I,7,12,False
vrdsZL_ZpMUzihdIYz4QpvSw7hCb0_pu0TJtgb08T7RGWu12,IRON,I,17,41,False
CW_Fk9URdPFiMN4A42U89SABwiRbOpwQvFyllHXCoanTIRCK,IRON,I,9,30,False
Y0-ug6qhYI5PQBdNaBVzLfIjzlt3q8IoIUce18PFPQdRP_R1,IRON,I,8,23,False
jPltDOfZ-tLD9p_4NAHqkvWOxdZtkt2jRA0z7sJM9DYCtbkA,IRON,I,8,19,False
LcQinbSqDzGqs4-ERAKmNSlZSrZ75FIXGhFUtbtBp2FOrsKM,IRON,I,6,10,False
P2i0v8WEWp9uf6uOgf512G96-lIIZZq-rGSgFXA7UDOi3kIo,IRON,I,4,10,False
odlDanaPkiZELkwoU123Q8wQSWKWMsBfMSd0lsVRvwEMXnlw,IRON,I,6,14,False
xWscB-DKTYyvO-JBRU-djfQRMX4MqYY9a6oYlo4hNpwW6aj2,IRON,I,2,7,False
4p3fcL0xNPysdhBcPU7wwgseXsYvHoUEt-ITCq0oybiKKgey,IRON,I,18,31,False
4wyy1Yvfv1T_SYPYP-_TiNMyPjfEjqICczKp0gBYk_vI9WzC,IRON,I,15,28,False
TEIPxiFhky4z5WPyuOo-KU2sUaldAg48FSEtKAuzjzGL0AmH,IRON,I,6,29,False
_jRICqQtdFE5txVJfO9D-naAg_fb42htkdeLEMK85pXDxV33,IRON,I,7,23,False
X4DchZKWy9-b31faSoZHCPKBkfktF5iXE-ZH0NVh8jSHybJd,IRON,I,3,12,False
dLQB70MlwGrInoO-sDRvtvLHptpxannt7GZialLzQboOLxm5,IRON,I,18,36,False
ymiD94uGVjV6qJv8dyQj51ptq7GIHtvnRBLgEtaTNuVKu_Xi,IRON,I,3,17,False
y9UaN72vI-oj0JWbJMe2lkQhjvCbhX738SFOKlot05rI_6F0,IRON,I,4,12,False
I8CHZVQBumU16yBi7cWZDG6izftYsTnuQq0ZVmJ2pfRmxzn-,IRON,I,2,7,False
0Y-8mXsOJ5Krq8KL-YWV3hDVMSGbrXPDkx9zD5xJc4T4VcLQ,IRON,I,48,100,True
YqSsr51iPSbutiDPrSckZnANw4BOFzkEo1-XY-6WlFLOuc3T,IRON,I,3,7,False
UZ6tQFwgXMRqKXLPWxHXSo1EgM-YX1cPwX92T4q5koinXEig,IRON,I,9,28,False
Mp5pFZRzLd0nsCVT2j4MtppZnjW_I731egmtgzHTEC7JxMvh,IRON,I,10,11,False
wTYpIYuiaNwOdlQo_BoeiKMbShSG9yg_djUpitFykRH7OInB,IRON,I,5,10,False
7LCdu9wbJgyJ0CXBUkNIjMytRPUGE7EYyqm_MxLbINNu5jYw,IRON,I,4,17,False
XqXz_4DQRPMul7PDa0-fKRhLpBWtVAvj0OSafVmXC0mur0dc,IRON,I,10,22,False
0h5w_1EC1TJZGhGpEL-t7JprIY4TiGmzY_Aeu47rdkc1Lwxv,IRON,I,10,12,False
ccMMZ8iZ0kiBmE77dRAnS72YkVwEs3PUJGI8HoN9P-ju5PEQ,IRON,I,54,94,True
4qdyf6GjVlbWM6pHrgVsLNc7sSwgrgEJs8pFMz91cjDMh8D7,IRON,I,49,68,True
9QZ9_aT9Lm8DZi8apR2DZFLVH4_TmYvcCNolont2G1e-a3pA,IRON,I,4,10,False
jByoN3oo-9IIU_BbqatyT8W-jiQNfg0WVXhMLIGNWo8sZj42,IRON,I,1,7,False
x33OOSXPK1WhnMLtPhXYKhdgz13d6Eug0MKO5vj9oGYOzIP2,IRON,I,5,11,False
rM5DPFkP7zngJcZTdq2_g2__FI9jTKiOsiEtx78L-lVp-ny8,IRON,I,3,13,False
I8Jypnja_er7uF0IvlxkfLlS1wIwWVlgOfwlbkiENrpGGu2n,IRON,I,30,54,False
QwsJnOFPJA-CbTrPc426slzsTNFFeBRkTt9ENOtRz6CRIz9A,IRON,I,1,9,False
B7rN0KCQG4drY99_kDqfSoKqgYJkY40hggX2AWxklqE4C7F-,IRON,I,12,30,False
hUzWvI6VOIJzjw2IIdWaAZs60mSkcZmBAU2KBjWAVhvqSJli,IRON,I,9,13,False
cxxFizB5YQ4uf9g7pdEGcFLacKyR5i65NHoFWAOiQ5lWLcyV,IRON,I,3,9,False
tylbmGMZbs7FK7b1H_fZVCXQ53Sid_M9OqBMDm92sDkxmtsL,IRON,I,1,7,False
CET5O_IswnGyUbnnEo-reMaMUaHGnZl99blHpEsDgXyy05vx,IRON,I,22,43,False
SW0gJzYgMaluAPHIDqcdm83fWp0IrSH1hNMOaX2Gnl_2WXHv,IRON,I,129,179,True
2MfVSPilI9bSUrzqQ9uokdVhyAe1xkZ4_gYbKlBP2Ge5tcVp,IRON,I,10,13,False
ljYzUg3BqASQRGuUsODzyETsS-XfTzYgWX5DimB8QkTePzJR,IRON,I,8,23,False
SU3ONCdd01L6X0UQcKrjCjrHKK9VL34yZ4OQkY_ETlWYc7zc,IRON,I,2,12,False
FZMdvw4hTpST1S6PQvL2wUsgAU0Bh4KlKfPkaq6jp3oAhXwU,IRON,I,136,195,True
5EtZke4K5mfhkx6heYp6hNXllbMMEHpLmUc_Ok3SWp_wXpou,IRON,I,74,117,False
EQLFxzTxJBOULVW-Yc4ulXpnjLLmPNG7_oUenaS5YVFzZS5u,IRON,I,6,11,False
3LXz5nssngJQTOMjdshKACWbGO9W0uosGGScZo_oHnjVW_hF,IRON,I,3,15,False
k2UXDyXl-3hZEDSZvjZBZR6E8Zo3-lrYEJQDtTW-g4AKP7Mm,IRON,I,1,8,False
CWy-wMe2W1FEvE2l2xub4CLP1xBUSu4_xcmh1FIsOG3HspB9,IRON,I,2,12,False
s2fj1hEYYpXtcdyA_sLbcbjwAhqDPsplCxpV_ORMOqquEXce,IRON,I,7,4,False
WAjQr4JyCGADx-JxO41b0KvXAP6wCiXkrO7xRP8TYRrVuQxg,IRON,I,31,49,False
iJ6UUHplknZrQ8RpBDwuhmluPk6p5oz7-Z6fpFrw2SW85TOr,IRON,I,2,7,False
wNwXFQDDkETNRejGYRIkPkOeFH9kzwDRC0fWbfQTiY8trUzG,IRON,I,12,25,False
sOAqaBErhR9XyA5gWKRLmoDiBjrssmXFJJtifbN9FSMchbcC,IRON,I,38,50,False
rqZPBEQeMg-tMP7LdWAzBpPRyLxvV3uYCEIiiH3zhmxVies_,IRON,I,4,7,False
mqQnEu3I7O_kiYjUTlCC8hVpiV3aL41dS1nLtIf_2FzW6jQb,IRON,I,9,44,False
PsNB9FaAhfQkChuJTZnuyK7jPldUZNPErhicbn7IVBPZ28BW,IRON,I,10,19,False
bTU3FflGcPeSul_PEyjsSCPQ-AzuOcH8M6jPA2S1LtLahIKq,IRON,I,69,110,True
VKGvrYbUEbewWLrgpDOB0cTH-UsDC6troY2-kr8iaN7sZksg,IRON,I,8,11,False
o-PpR-6Nkcc1pglh-J0C4QbMyGKSZTotPZ_5-wbbzWaEGfp9,IRON,I,10,25,False
olFkJj6iX4zw2V_QCido7KblHXSw0wL0i4RPIG3NmhdFgI3Z,IRON,I,3,6,False
q8MYvv9GSwPK8TctDFKbRE7LmZXVX0imSDmS4Eir8FYqTPRy,IRON,I,1,7,False
b6jFLLsDHgym6n0joflzcqpAfPFtwVFihdHgrGOQP2ge01Xv,IRON,I,3,17,False
jSV8gIjPNSZbYU4IxJEkK7e_Ylu6YCuCgeVGS9mmTyC9WAGM,IRON,I,2,13,False
45WE3eG48wJAhyNg7L20QLVfHwVbmXNTXglYPJwR7kTI92Ah,IRON,I,2,8,False
1fNtbZWYCEjZ3Z3AxQM6RxTSA3Fu9OE9N8wiXkalBHF3Ltt0,IRON,I,11,25,False
n-KzZfVjRvNRBKwlPoCfn3jyqmGUKh0yXHwWQbdQpNSwIxDM,IRON,I,14,12,False
1X4b4TT3Id4I2I8ZvHDzUM48KdEOCe8PH1OGJwHbQkgkgmP2,IRON,I,3,8,False
0rc93ibIgDtGnca_iL1aYOBA6T06rPNGxTjcfGmx0tKKS8Ci,IRON,I,2,11,False
9q1INyLl0FBJ22_2EjPwGdakNcwiUQBPiIOKoRrvaSYJ0DgS,IRON,I,57,72,True
JijptFgpJ9LkkDbI4AWVc_PY7qzZU5-o2UOUEJNS0lRAaHLq,IRON,I,26,32,False
xTsJI2mbVLSL-eLhLQ66c-ZBSO3nZgvVWB9qXF6hqLJnv-_X,IRON,I,11,19,False
ZCa5Bk5UnGyTTnFMQy9LAHk1GtVLZjtQkdjwYB7MHCyOrpkJ,IRON,I,9,10,False
DQScMgBs9t5luIxFewCpibr_GBhqmSleQ9thJc5todwA4XRM,IRON,I,2,7,False
zC7VU46XjTuxpJ23RqiY9a_XmwFX_2JyqZ9TitcmUtGfzyE3,IRON,I,11,23,False
